machine_id,temperature,vibration,pressure,working_hours,failure
7,78.67849036663182,8.26530499539426,115.50887714628337,0.0,1
4,60.634859825032635,4.478175467765739,104.28017260664878,5.005005005005005,0
8,61.244749731881335,6.888981944782394,105.98474993185874,10.01001001001001,0
5,72.04610209524913,3.6215418595662867,109.8340586931014,15.015015015015015,0
7,63.973521946946846,4.395066323585298,105.68921307733974,20.02002002002002,0
10,83.01849168160095,3.370072030869114,124.13611258709923,25.025025025025023,0
3,63.72581115622523,0.7337339298589791,84.39562407658585,30.03003003003003,0
7,65.04610757068752,4.926933300162779,103.60637315258178,35.03503503503504,0
8,74.18839413868487,5.2569034751955055,72.72639349004278,40.04004004004004,0
5,66.10711808272507,7.131721997523275,68.89380719220193,45.04504504504504,0
4,57.65055606462587,6.590876505338575,98.77493453722025,50.05005005005005,0
8,59.00644175167911,6.617905798077991,108.15069353417135,55.05505505505506,0
8,75.37765958406956,3.051927553764246,124.46001665856346,60.06006006006006,0
3,56.4128848543794,5.918994612141384,136.29687599515694,65.06506506506507,0
6,83.9716442754881,8.165187930963185,119.7979100599822,70.07007007007007,1
5,63.0960071569825,5.759735701418163,110.90748616597043,75.07507507507508,0
2,76.16215816968061,8.657187226129995,102.39947283660723,80.08008008008008,1
8,63.69587375970366,9.037932222239727,77.03157905224934,85.08508508508508,1
6,60.847586200036346,4.463063459416709,97.80945091387302,90.09009009009009,0
2,72.46103682290182,3.6061205098388567,119.35565126887339,95.09509509509509,0
5,80.517834670159,3.4770756691621,113.47422784042061,100.1001001001001,0
1,67.52632249139896,1.96772835979356,80.70498779975577,105.10510510510511,0
10,69.3452264624254,3.9631942011689563,109.2103847088772,110.11011011011011,0
6,78.07417361082801,7.415330899512493,107.9258921780158,115.11511511511512,0
9,78.40527250251556,0.59192484949752,105.24835180172106,120.12012012012012,0
1,69.6150827998026,2.9250931985725073,99.58216666933998,125.12512512512512,0
10,65.56520107514712,4.745737116696005,109.9837595041629,130.13013013013014,0
3,70.82655959445032,3.2456295987565995,110.45969558368597,135.13513513513513,0
7,68.09088508611657,3.9454281115195595,90.37811851852892,140.14014014014015,0
4,73.12974151816852,3.975340651155393,106.82521092073144,145.14514514514514,0
9,58.057295731542474,4.484919559876502,97.1590728887918,150.15015015015015,0
3,72.77181579358746,3.5410906077805224,77.69149198380636,155.15515515515514,0
5,62.81696583829251,3.3775735722889038,91.57589447442754,160.16016016016016,0
3,79.05887611490503,6.868619491842463,76.54465471981862,165.16516516516518,0
7,63.275321506294844,7.099308355720691,114.70140302605157,170.17017017017017,1
5,63.44890232809068,2.238913309505181,105.33834066331478,175.17517517517518,0
9,74.4539882441174,-0.5191947985457679,94.66764083191082,180.18018018018017,0
7,70.14211888816197,7.126749699141862,121.30782014932973,185.1851851851852,0
2,92.76651626398838,2.542399162895725,101.0198636137175,190.19019019019018,1
4,53.70697389445748,5.425489676919479,78.53165866049689,195.1951951951952,0
9,71.09852946954744,1.8686562539435654,93.40782189724284,200.2002002002002,0
2,81.2964948497237,7.595509970519344,124.49281280909938,205.2052052052052,0
10,64.216860770727,10.087335790603056,89.95786562366285,210.21021021021022,0
9,60.8944215526012,5.365613818410673,104.12831933136745,215.2152152152152,0
10,61.29135352353671,4.811794703080967,111.15814936771957,220.22022022022023,0
5,53.88038820349915,4.355720849619872,108.84922726832414,225.22522522522522,0
2,83.49704627310695,6.563598622625824,136.7418969843715,230.23023023023023,0
4,66.70382658193591,6.1353735018691715,82.35545114615097,235.23523523523522,0
7,65.5197286019977,7.006996907105729,83.85305379200796,240.24024024024024,0
8,48.75901925669827,3.744166954803835,82.60368329346801,245.24524524524526,0
3,55.662914275381155,5.68023541280929,95.56122368474672,250.25025025025025,0
1,84.65389755519094,3.915063866587608,116.49066082273677,255.25525525525526,0
4,73.03105666100579,2.8845687038598915,84.52398130305234,260.2602602602603,0
2,81.66500829925106,4.917969157993073,116.70040758915908,265.26526526526527,0
8,80.3999243982983,3.1549745392458357,100.52690004891605,270.27027027027026,1
4,59.9937971942706,7.347453995485177,83.36504960183615,275.27527527527525,0
2,94.29847728653968,3.276159243968354,73.72945065148215,280.2802802802803,1
6,89.49732595601229,5.72709188137472,77.08644259286011,285.2852852852853,1
6,64.36233557876965,3.793155402480555,90.01219887649114,290.2902902902903,0
10,34.31794700640118,5.554125500875024,97.4627323638502,295.2952952952953,0
4,66.43467910055924,3.952006853089287,120.19094465095677,300.3003003003003,0
6,72.38296262121449,2.485577450284925,111.98632318282358,305.3053053053053,0
2,64.3228096522431,5.967545481903691,87.41588121879546,310.3103103103103,0
10,67.78477903315283,4.529168756173556,106.12997925058252,315.31531531531533,0
2,61.713419636622056,5.571969881444919,124.7731940378836,320.3203203203203,0
10,79.21634718353847,4.142314128739125,128.10876131545052,325.3253253253253,0
4,70.63633240368556,2.344126972463096,95.28390982669605,330.33033033033036,0
8,79.51514062942954,7.166357194112512,114.37432644557502,335.33533533533534,0
7,82.22203346207937,6.4735155108821765,120.84933050331736,340.34034034034033,0
9,48.25676435913353,3.8660780488935123,77.3939211523242,345.3453453453453,0
8,62.29477789165897,5.139558426997596,92.31389369260455,350.35035035035037,0
5,63.75970706359456,7.084038966325874,133.30028101634895,355.35535535535536,0
2,95.71372359688783,4.085923328275206,95.48445834818644,360.36036036036035,1
5,71.49005366900325,4.396230989618896,56.06572952948354,365.3653653653654,0
8,78.12560596363065,5.487265000014747,98.18557284419917,370.3703703703704,0
10,51.19308230725488,4.081817872890828,116.86938248673793,375.37537537537537,1
9,71.43215452497522,6.714183993974045,100.09765655201345,380.38038038038036,0
9,79.78292982116258,4.662198439385124,110.73045920200951,385.3853853853854,1
1,78.61965085060156,3.431928250012052,114.07332996483598,390.3903903903904,0
9,76.23399438916351,6.217277659747989,94.67593822851578,395.3953953953954,0
7,70.13000506495126,2.7157387011373064,92.20910520378436,400.4004004004004,0
9,70.61568620625451,9.029757122248427,102.30161463931408,405.4054054054054,1
8,53.067338252902104,8.164992727160405,102.66668384394822,410.4104104104104,1
